time;position
0;0
0.1;3610
0.2;7162
0.3;10602
0.4;13875
0.5;16928
0.6;19715
0.7;22191
0.8;24317
0.9;26059
1;27390
1.1;28290
1.2;28743
1.3;28743
1.4;28290
1.5;27390
1.6;26059
1.7;24317
1.8;22191
1.9;19715
2;16928
2.1;13875
2.2;10602
2.3;7162
2.4;3610
2.5;0
2.6;-3610
2.7;-7162
2.8;-10602
2.9;-13875
3;-16928
3.1;-19715
3.2;-22191
3.3;-24317
3.4;-26059
3.5;-27390
3.6;-28290
3.7;-28743
3.8;-28743
3.9;-28290
4;-27390
4.1;-26059
4.2;-24317
4.3;-22191
4.4;-19715
4.5;-16928
4.6;-13875
4.7;-10602
4.8;-7162
4.9;-3610
5;-0
5.1;3610
5.2;7162
5.3;10602
5.4;13875
5.5;16928
5.6;19715
5.7;22191
5.8;24317
5.9;26059
6;27390
6.1;28290
6.2;28743
6.3;28743
6.4;28290
6.5;27390
6.6;26059
6.7;24317
6.8;22191
6.9;19715
7;16928
7.1;13875
7.2;10602
7.3;7162
7.4;3610
7.5;0
7.6;-3610
7.7;-7162
7.8;-10602
7.9;-13875
8;-16928
8.1;-19715
8.2;-22191
8.3;-24317
8.4;-26059
8.5;-27390
8.6;-28290
8.7;-28743
8.8;-28743
8.9;-28290
9;-27390
9.1;-26059
9.2;-24317
9.3;-22191
9.4;-19715
9.5;-16928
9.6;-13875
9.7;-10602
9.8;-7162
9.9;-3610
10;-0
10.1;3610
10.2;7162
10.3;10602
10.4;13875
10.5;16928
10.6;19715
10.7;22191
10.8;24317
10.9;26059
11;27390
11.1;28290
11.2;28743
11.3;28743
11.4;28290
11.5;27390
11.6;26059
11.7;24317
11.8;22191
11.9;19715
12;16928
12.1;13875
12.2;10602
12.3;7162
12.4;3610
12.5;0
12.6;-3610
12.7;-7162
12.8;-10602
12.9;-13875
13;-16928
13.1;-19715
13.2;-22191
13.3;-24317
13.4;-26059
13.5;-27390
13.6;-28290
13.7;-28743
13.8;-28743
13.9;-28290
14;-27390
14.1;-26059
14.2;-24317
14.3;-22191
14.4;-19715
14.5;-16928
14.6;-13875
14.7;-10602
14.8;-7162
14.9;-3610
15;-0
15.1;3610
15.2;7162
15.3;10602
15.4;13875
15.5;16928
15.6;19715
15.7;22191
15.8;24317
15.9;26059
16;27390
16.1;28290
16.2;28743
16.3;28743
16.4;28290
16.5;27390
16.6;26059
16.7;24317
16.8;22191
16.9;19715
17;16928
17.1;13875
17.2;10602
17.3;7162
17.4;3610
17.5;0
17.6;-3610
17.7;-7162
17.8;-10602
17.9;-13875
18;-16928
18.1;-19715
18.2;-22191
18.3;-24317
18.4;-26059
18.5;-27390
18.6;-28290
18.7;-28743
18.8;-28743
18.9;-28290
19;-27390
19.1;-26059
19.2;-24317
19.3;-22191
19.4;-19715
19.5;-16928
19.6;-13875
19.7;-10602
19.8;-7162
19.9;-3610
20;-0
20.1;3610
20.2;7162
20.3;10602
20.4;13875
20.5;16928
20.6;19715
20.7;22191
20.8;24317
20.9;26059
21;27390
21.1;28290
21.2;28743
21.3;28743
21.4;28290
21.5;27390
21.6;26059
21.7;24317
21.8;22191
21.9;19715
22;16928
22.1;13875
22.2;10602
22.3;7162
22.4;3610
22.5;0
22.6;-3610
22.7;-7162
22.8;-10602
22.9;-13875
23;-16928
23.1;-19715
23.2;-22191
23.3;-24317
23.4;-26059
23.5;-27390
23.6;-28290
23.7;-28743
23.8;-28743
23.9;-28290
24;-27390
24.1;-26059
24.2;-24317
24.3;-22191
24.4;-19715
24.5;-16928
24.6;-13875
24.7;-10602
24.8;-7162
24.9;-3610
25;-0
25.1;3610
25.2;7162
25.3;10602
25.4;13875
25.5;16928
25.6;19715
25.7;22191
25.8;24317
25.9;26059
26;27390
26.1;28290
26.2;28743
26.3;28743
26.4;28290
26.5;27390
26.6;26059
26.7;24317
26.8;22191
26.9;19715
27;16928
27.1;13875
27.2;10602
27.3;7162
27.4;3610
27.5;0
27.6;-3610
27.7;-7162
27.8;-10602
27.9;-13875
28;-16928
28.1;-19715
28.2;-22191
28.3;-24317
28.4;-26059
28.5;-27390
28.6;-28290
28.7;-28743
28.8;-28743
28.9;-28290
29;-27390
29.1;-26059
29.2;-24317
29.3;-22191
29.4;-19715
29.5;-16928
29.6;-13875
29.7;-10602
29.8;-7162
29.9;-3610
30;-0
30.1;3610
30.2;7162
30.3;10602
30.4;13875
30.5;16928
30.6;19715
30.7;22191
30.8;24317
30.9;26059
31;27390
31.1;28290
31.2;28743
31.3;28743
31.4;28290
31.5;27390
31.6;26059
31.7;24317
31.8;22191
31.9;19715
32;16928
32.1;13875
32.2;10602
32.3;7162
32.4;3610
32.5;-0
32.6;-3610
32.7;-7162
32.8;-10602
32.9;-13875
33;-16928
33.1;-19715
33.2;-22191
33.3;-24317
33.4;-26059
33.5;-27390
33.6;-28290
33.7;-28743
33.8;-28743
33.9;-28290
34;-27390
34.1;-26059
34.2;-24317
34.3;-22191
34.4;-19715
34.5;-16928
34.6;-13875
34.7;-10602
34.8;-7162
34.9;-3610
35;-0
35.1;3610
35.2;7162
35.3;10602
35.4;13875
35.5;16928
35.6;19715
35.7;22191
35.8;24317
35.9;26059
36;27390
36.1;28290
36.2;28743
36.3;28743
36.4;28290
36.5;27390
36.6;26059
36.7;24317
36.8;22191
36.9;19715
37;16928
37.1;13875
37.2;10602
37.3;7162
37.4;3610
37.5;0
37.6;-3610
37.7;-7162
37.8;-10602
37.9;-13875
38;-16928
38.1;-19715
38.2;-22191
38.3;-24317
38.4;-26059
38.5;-27390
38.6;-28290
38.7;-28743
38.8;-28743
38.9;-28290
39;-27390
39.1;-26059
39.2;-24317
39.3;-22191
39.4;-19715
39.5;-16928
39.6;-13875
39.7;-10602
39.8;-7162
39.9;-3610
40;-0
40.1;3610
40.2;7162
40.3;10602
40.4;13875
40.5;16928
40.6;19715
40.7;22191
40.8;24317
40.9;26059
41;27390
41.1;28290
41.2;28743
41.3;28743
41.4;28290
41.5;27390
41.6;26059
41.7;24317
41.8;22191
41.9;19715
42;16928
42.1;13875
42.2;10602
42.3;7162
42.4;3610
42.5;-0
42.6;-3610
42.7;-7162
42.8;-10602
42.9;-13875
43;-16928
43.1;-19715
43.2;-22191
43.3;-24317
